movieId,title,genres
501,Movie 501,Comedy
502,Movie 502,Horror
503,Movie 503,Horror
504,Movie 504,Romance
505,Movie 505,Horror
506,Movie 506,Action
507,Movie 507,Drama
508,Movie 508,Drama
509,Movie 509,Action
510,Movie 510,Horror
511,Movie 511,Comedy
512,Movie 512,Comedy
513,Movie 513,Action
514,Movie 514,Drama
515,Movie 515,Romance
516,Movie 516,Comedy
517,Movie 517,Action
518,Movie 518,Comedy
519,Movie 519,Drama
520,Movie 520,Romance
521,Movie 521,Action
522,Movie 522,Drama
523,Movie 523,Action
524,Movie 524,Action
525,Movie 525,Romance
526,Movie 526,Comedy
527,Movie 527,Comedy
528,Movie 528,Drama
529,Movie 529,Comedy
530,Movie 530,Horror
531,Movie 531,Romance
532,Movie 532,Drama
533,Movie 533,Romance
534,Movie 534,Action
535,Movie 535,Action
536,Movie 536,Action
537,Movie 537,Romance
538,Movie 538,Horror
539,Movie 539,Romance
540,Movie 540,Romance
541,Movie 541,Comedy
542,Movie 542,Drama
543,Movie 543,Romance
544,Movie 544,Drama
545,Movie 545,Romance
546,Movie 546,Drama
547,Movie 547,Romance
548,Movie 548,Romance
549,Movie 549,Drama
550,Movie 550,Horror
551,Movie 551,Horror
552,Movie 552,Romance
553,Movie 553,Drama
554,Movie 554,Drama
555,Movie 555,Romance
556,Movie 556,Action
557,Movie 557,Comedy
558,Movie 558,Comedy
559,Movie 559,Action
560,Movie 560,Romance
561,Movie 561,Drama
562,Movie 562,Romance
563,Movie 563,Action
564,Movie 564,Romance
565,Movie 565,Horror
566,Movie 566,Action
567,Movie 567,Horror
568,Movie 568,Action
569,Movie 569,Horror
570,Movie 570,Drama
571,Movie 571,Comedy
572,Movie 572,Drama
573,Movie 573,Drama
574,Movie 574,Comedy
575,Movie 575,Romance
576,Movie 576,Action
577,Movie 577,Drama
578,Movie 578,Comedy
579,Movie 579,Horror
580,Movie 580,Comedy
581,Movie 581,Horror
582,Movie 582,Romance
583,Movie 583,Comedy
584,Movie 584,Horror
585,Movie 585,Action
586,Movie 586,Horror
587,Movie 587,Action
588,Movie 588,Action
589,Movie 589,Horror
590,Movie 590,Horror
591,Movie 591,Action
592,Movie 592,Action
593,Movie 593,Drama
594,Movie 594,Comedy
595,Movie 595,Horror
596,Movie 596,Horror
597,Movie 597,Action
598,Movie 598,Horror
599,Movie 599,Comedy
600,Movie 600,Action
601,Movie 601,Action
602,Movie 602,Drama
603,Movie 603,Drama
604,Movie 604,Comedy
605,Movie 605,Comedy
606,Movie 606,Romance
607,Movie 607,Horror
608,Movie 608,Horror
609,Movie 609,Action
610,Movie 610,Comedy
611,Movie 611,Drama
612,Movie 612,Horror
613,Movie 613,Romance
614,Movie 614,Romance
615,Movie 615,Drama
616,Movie 616,Action
617,Movie 617,Drama
618,Movie 618,Action
619,Movie 619,Romance
620,Movie 620,Comedy
621,Movie 621,Action
622,Movie 622,Horror
623,Movie 623,Action
624,Movie 624,Drama
625,Movie 625,Romance
626,Movie 626,Action
627,Movie 627,Drama
628,Movie 628,Drama
629,Movie 629,Drama
630,Movie 630,Action
631,Movie 631,Drama
632,Movie 632,Horror
633,Movie 633,Romance
634,Movie 634,Action
635,Movie 635,Action
636,Movie 636,Horror
637,Movie 637,Romance
638,Movie 638,Horror
639,Movie 639,Horror
640,Movie 640,Comedy
641,Movie 641,Action
642,Movie 642,Drama
643,Movie 643,Drama
644,Movie 644,Romance
645,Movie 645,Comedy
646,Movie 646,Action
647,Movie 647,Action
648,Movie 648,Drama
649,Movie 649,Action
650,Movie 650,Action
651,Movie 651,Action
652,Movie 652,Horror
653,Movie 653,Action
654,Movie 654,Drama
655,Movie 655,Drama
656,Movie 656,Action
657,Movie 657,Horror
658,Movie 658,Romance
659,Movie 659,Drama
660,Movie 660,Comedy
661,Movie 661,Horror
662,Movie 662,Horror
663,Movie 663,Comedy
664,Movie 664,Drama
665,Movie 665,Horror
666,Movie 666,Romance
667,Movie 667,Drama
668,Movie 668,Comedy
669,Movie 669,Romance
670,Movie 670,Action
671,Movie 671,Horror
672,Movie 672,Romance
673,Movie 673,Comedy
674,Movie 674,Romance
675,Movie 675,Drama
676,Movie 676,Horror
677,Movie 677,Action
678,Movie 678,Action
679,Movie 679,Comedy
680,Movie 680,Action
681,Movie 681,Action
682,Movie 682,Drama
683,Movie 683,Drama
684,Movie 684,Comedy
685,Movie 685,Action
686,Movie 686,Drama
687,Movie 687,Horror
688,Movie 688,Drama
689,Movie 689,Action
690,Movie 690,Drama
691,Movie 691,Romance
692,Movie 692,Comedy
693,Movie 693,Drama
694,Movie 694,Action
695,Movie 695,Action
696,Movie 696,Action
697,Movie 697,Romance
698,Movie 698,Action
699,Movie 699,Action
700,Movie 700,Romance
701,Movie 701,Romance
702,Movie 702,Romance
703,Movie 703,Horror
704,Movie 704,Drama
705,Movie 705,Drama
706,Movie 706,Comedy
707,Movie 707,Romance
708,Movie 708,Horror
709,Movie 709,Romance
710,Movie 710,Comedy
711,Movie 711,Romance
712,Movie 712,Horror
713,Movie 713,Drama
714,Movie 714,Comedy
715,Movie 715,Horror
716,Movie 716,Horror
717,Movie 717,Drama
718,Movie 718,Drama
719,Movie 719,Action
720,Movie 720,Horror
721,Movie 721,Drama
722,Movie 722,Comedy
723,Movie 723,Action
724,Movie 724,Horror
725,Movie 725,Drama
726,Movie 726,Romance
727,Movie 727,Drama
728,Movie 728,Action
729,Movie 729,Action
730,Movie 730,Horror
731,Movie 731,Romance
732,Movie 732,Horror
733,Movie 733,Drama
734,Movie 734,Comedy
735,Movie 735,Action
736,Movie 736,Action
737,Movie 737,Comedy
738,Movie 738,Drama
739,Movie 739,Drama
740,Movie 740,Drama
741,Movie 741,Horror
742,Movie 742,Horror
743,Movie 743,Horror
744,Movie 744,Action
745,Movie 745,Comedy
746,Movie 746,Romance
747,Movie 747,Horror
748,Movie 748,Horror
749,Movie 749,Action
750,Movie 750,Comedy
751,Movie 751,Horror
752,Movie 752,Horror
753,Movie 753,Comedy
754,Movie 754,Romance
755,Movie 755,Romance
756,Movie 756,Drama
757,Movie 757,Horror
758,Movie 758,Romance
759,Movie 759,Drama
760,Movie 760,Horror
761,Movie 761,Romance
762,Movie 762,Comedy
763,Movie 763,Romance
764,Movie 764,Comedy
765,Movie 765,Romance
766,Movie 766,Romance
767,Movie 767,Action
768,Movie 768,Comedy
769,Movie 769,Romance
770,Movie 770,Comedy
771,Movie 771,Drama
772,Movie 772,Horror
773,Movie 773,Drama
774,Movie 774,Comedy
775,Movie 775,Comedy
776,Movie 776,Drama
777,Movie 777,Drama
778,Movie 778,Comedy
779,Movie 779,Comedy
780,Movie 780,Drama
781,Movie 781,Romance
782,Movie 782,Action
783,Movie 783,Romance
784,Movie 784,Drama
785,Movie 785,Action
786,Movie 786,Action
787,Movie 787,Comedy
788,Movie 788,Comedy
789,Movie 789,Horror
790,Movie 790,Horror
791,Movie 791,Drama
792,Movie 792,Horror
793,Movie 793,Action
794,Movie 794,Comedy
795,Movie 795,Action
796,Movie 796,Comedy
797,Movie 797,Romance
798,Movie 798,Action
799,Movie 799,Horror
800,Movie 800,Drama
801,Movie 801,Romance
802,Movie 802,Comedy
803,Movie 803,Action
804,Movie 804,Romance
805,Movie 805,Action
806,Movie 806,Horror
807,Movie 807,Action
808,Movie 808,Drama
809,Movie 809,Drama
810,Movie 810,Comedy
811,Movie 811,Action
812,Movie 812,Action
813,Movie 813,Horror
814,Movie 814,Drama
815,Movie 815,Horror
816,Movie 816,Comedy
817,Movie 817,Comedy
818,Movie 818,Action
819,Movie 819,Action
820,Movie 820,Romance
821,Movie 821,Drama
822,Movie 822,Comedy
823,Movie 823,Horror
824,Movie 824,Action
825,Movie 825,Horror
826,Movie 826,Romance
827,Movie 827,Horror
828,Movie 828,Comedy
829,Movie 829,Drama
830,Movie 830,Horror
831,Movie 831,Action
832,Movie 832,Drama
833,Movie 833,Drama
834,Movie 834,Comedy
835,Movie 835,Drama
836,Movie 836,Horror
837,Movie 837,Drama
838,Movie 838,Romance
839,Movie 839,Horror
840,Movie 840,Romance
841,Movie 841,Horror
842,Movie 842,Drama
843,Movie 843,Drama
844,Movie 844,Drama
845,Movie 845,Horror
846,Movie 846,Comedy
847,Movie 847,Action
848,Movie 848,Drama
849,Movie 849,Comedy
850,Movie 850,Horror
851,Movie 851,Horror
852,Movie 852,Drama
853,Movie 853,Drama
854,Movie 854,Comedy
855,Movie 855,Romance
856,Movie 856,Drama
857,Movie 857,Drama
858,Movie 858,Horror
859,Movie 859,Comedy
860,Movie 860,Comedy
861,Movie 861,Romance
862,Movie 862,Action
863,Movie 863,Horror
864,Movie 864,Horror
865,Movie 865,Comedy
866,Movie 866,Horror
867,Movie 867,Romance
868,Movie 868,Drama
869,Movie 869,Action
870,Movie 870,Action
871,Movie 871,Romance
872,Movie 872,Romance
873,Movie 873,Horror
874,Movie 874,Action
875,Movie 875,Drama
876,Movie 876,Romance
877,Movie 877,Romance
878,Movie 878,Romance
879,Movie 879,Horror
880,Movie 880,Action
881,Movie 881,Romance
882,Movie 882,Comedy
883,Movie 883,Action
884,Movie 884,Action
885,Movie 885,Drama
886,Movie 886,Comedy
887,Movie 887,Comedy
888,Movie 888,Comedy
889,Movie 889,Horror
890,Movie 890,Comedy
891,Movie 891,Action
892,Movie 892,Drama
893,Movie 893,Comedy
894,Movie 894,Romance
895,Movie 895,Horror
896,Movie 896,Romance
897,Movie 897,Romance
898,Movie 898,Romance
899,Movie 899,Horror
900,Movie 900,Horror
901,Movie 901,Drama
902,Movie 902,Romance
903,Movie 903,Drama
904,Movie 904,Action
905,Movie 905,Action
906,Movie 906,Romance
907,Movie 907,Comedy
908,Movie 908,Action
909,Movie 909,Horror
910,Movie 910,Romance
911,Movie 911,Comedy
912,Movie 912,Comedy
913,Movie 913,Action
914,Movie 914,Romance
915,Movie 915,Horror
916,Movie 916,Drama
917,Movie 917,Action
918,Movie 918,Action
919,Movie 919,Drama
920,Movie 920,Horror
921,Movie 921,Romance
922,Movie 922,Comedy
923,Movie 923,Drama
924,Movie 924,Romance
925,Movie 925,Drama
926,Movie 926,Drama
927,Movie 927,Horror
928,Movie 928,Romance
929,Movie 929,Action
930,Movie 930,Comedy
931,Movie 931,Action
932,Movie 932,Drama
933,Movie 933,Action
934,Movie 934,Comedy
935,Movie 935,Romance
936,Movie 936,Action
937,Movie 937,Drama
938,Movie 938,Romance
939,Movie 939,Action
940,Movie 940,Comedy
941,Movie 941,Action
942,Movie 942,Horror
943,Movie 943,Horror
944,Movie 944,Drama
945,Movie 945,Comedy
946,Movie 946,Action
947,Movie 947,Romance
948,Movie 948,Drama
949,Movie 949,Horror
950,Movie 950,Comedy
951,Movie 951,Romance
952,Movie 952,Horror
953,Movie 953,Romance
954,Movie 954,Action
955,Movie 955,Horror
956,Movie 956,Romance
957,Movie 957,Romance
958,Movie 958,Horror
959,Movie 959,Drama
960,Movie 960,Horror
961,Movie 961,Action
962,Movie 962,Drama
963,Movie 963,Romance
964,Movie 964,Action
965,Movie 965,Horror
966,Movie 966,Comedy
967,Movie 967,Romance
968,Movie 968,Comedy
969,Movie 969,Drama
970,Movie 970,Romance
971,Movie 971,Horror
972,Movie 972,Romance
973,Movie 973,Action
974,Movie 974,Comedy
975,Movie 975,Drama
976,Movie 976,Drama
977,Movie 977,Drama
978,Movie 978,Horror
979,Movie 979,Horror
980,Movie 980,Action
981,Movie 981,Romance
982,Movie 982,Romance
983,Movie 983,Drama
984,Movie 984,Romance
985,Movie 985,Action
986,Movie 986,Romance
987,Movie 987,Horror
988,Movie 988,Romance
989,Movie 989,Horror
990,Movie 990,Romance
991,Movie 991,Action
992,Movie 992,Drama
993,Movie 993,Comedy
994,Movie 994,Romance
995,Movie 995,Romance
996,Movie 996,Drama
997,Movie 997,Action
998,Movie 998,Drama
999,Movie 999,Comedy
1000,Movie 1000,Comedy
1001,Movie 1001,Action
1002,Movie 1002,Horror
1003,Movie 1003,Action
1004,Movie 1004,Comedy
1005,Movie 1005,Horror
1006,Movie 1006,Horror
1007,Movie 1007,Action
1008,Movie 1008,Action
1009,Movie 1009,Horror
1010,Movie 1010,Romance
1011,Movie 1011,Horror
1012,Movie 1012,Romance
1013,Movie 1013,Drama
1014,Movie 1014,Romance
1015,Movie 1015,Action
1016,Movie 1016,Horror
1017,Movie 1017,Horror
1018,Movie 1018,Romance
1019,Movie 1019,Romance
1020,Movie 1020,Action
1021,Movie 1021,Action
1022,Movie 1022,Romance
1023,Movie 1023,Horror
1024,Movie 1024,Romance
1025,Movie 1025,Romance
1026,Movie 1026,Romance
1027,Movie 1027,Drama
1028,Movie 1028,Romance
1029,Movie 1029,Horror
1030,Movie 1030,Comedy
1031,Movie 1031,Action
1032,Movie 1032,Horror
1033,Movie 1033,Drama
1034,Movie 1034,Drama
1035,Movie 1035,Horror
1036,Movie 1036,Comedy
1037,Movie 1037,Comedy
1038,Movie 1038,Drama
1039,Movie 1039,Horror
1040,Movie 1040,Action
1041,Movie 1041,Horror
1042,Movie 1042,Drama
1043,Movie 1043,Action
1044,Movie 1044,Romance
1045,Movie 1045,Action
1046,Movie 1046,Drama
1047,Movie 1047,Drama
1048,Movie 1048,Action
1049,Movie 1049,Drama
1050,Movie 1050,Action
1051,Movie 1051,Action
1052,Movie 1052,Comedy
1053,Movie 1053,Comedy
1054,Movie 1054,Comedy
1055,Movie 1055,Romance
1056,Movie 1056,Comedy
1057,Movie 1057,Comedy
1058,Movie 1058,Action
1059,Movie 1059,Drama
1060,Movie 1060,Drama
1061,Movie 1061,Horror
1062,Movie 1062,Romance
1063,Movie 1063,Action
1064,Movie 1064,Horror
1065,Movie 1065,Comedy
1066,Movie 1066,Drama
1067,Movie 1067,Action
1068,Movie 1068,Action
1069,Movie 1069,Action
1070,Movie 1070,Romance
1071,Movie 1071,Romance
1072,Movie 1072,Romance
1073,Movie 1073,Horror
1074,Movie 1074,Action
1075,Movie 1075,Horror
1076,Movie 1076,Drama
1077,Movie 1077,Romance
1078,Movie 1078,Action
1079,Movie 1079,Romance
1080,Movie 1080,Horror
1081,Movie 1081,Action
1082,Movie 1082,Romance
1083,Movie 1083,Action
1084,Movie 1084,Action
1085,Movie 1085,Romance
1086,Movie 1086,Romance
1087,Movie 1087,Comedy
1088,Movie 1088,Romance
1089,Movie 1089,Romance
1090,Movie 1090,Drama
1091,Movie 1091,Drama
1092,Movie 1092,Drama
1093,Movie 1093,Comedy
1094,Movie 1094,Romance
1095,Movie 1095,Action
1096,Movie 1096,Horror
1097,Movie 1097,Horror
1098,Movie 1098,Horror
1099,Movie 1099,Comedy
1100,Movie 1100,Drama
1101,Movie 1101,Action
1102,Movie 1102,Horror
1103,Movie 1103,Horror
1104,Movie 1104,Drama
1105,Movie 1105,Horror
1106,Movie 1106,Romance
1107,Movie 1107,Comedy
1108,Movie 1108,Drama
1109,Movie 1109,Drama
1110,Movie 1110,Romance
1111,Movie 1111,Romance
1112,Movie 1112,Action
1113,Movie 1113,Action
1114,Movie 1114,Drama
1115,Movie 1115,Drama
1116,Movie 1116,Action
1117,Movie 1117,Action
1118,Movie 1118,Comedy
1119,Movie 1119,Comedy
1120,Movie 1120,Action
1121,Movie 1121,Action
1122,Movie 1122,Comedy
1123,Movie 1123,Action
1124,Movie 1124,Romance
1125,Movie 1125,Action
1126,Movie 1126,Drama
1127,Movie 1127,Horror
1128,Movie 1128,Drama
1129,Movie 1129,Horror
1130,Movie 1130,Action
1131,Movie 1131,Romance
1132,Movie 1132,Horror
1133,Movie 1133,Drama
1134,Movie 1134,Horror
1135,Movie 1135,Action
1136,Movie 1136,Comedy
1137,Movie 1137,Comedy
1138,Movie 1138,Romance
1139,Movie 1139,Drama
1140,Movie 1140,Comedy
1141,Movie 1141,Comedy
1142,Movie 1142,Romance
1143,Movie 1143,Drama
1144,Movie 1144,Action
1145,Movie 1145,Romance
1146,Movie 1146,Romance
