PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
170,1,1,Passenger 170,female,76,2,2,A/5 21171,398.6290741522321,E789,Q
171,1,3,Passenger 171,male,57,2,1,A/5 21171,303.7996622931965,B456,C
172,1,1,Passenger 172,male,5,1,2,A/5 21171,277.6260570456137,nan,Q
173,1,2,Passenger 173,male,60,0,1,A/5 21171,380.4374233345041,C123,Q
174,0,3,Passenger 174,female,77,2,2,A/5 21171,27.904334663971248,E789,Q
175,1,1,Passenger 175,female,52,0,1,A/5 21171,50.37906111478869,B456,C
176,1,2,Passenger 176,female,22,0,0,A/5 21171,293.0094103291438,B456,C
177,1,1,Passenger 177,female,51,0,0,A/5 21171,482.34869277974065,C123,C
178,0,2,Passenger 178,female,49,0,2,A/5 21171,309.820778781558,nan,S
179,1,2,Passenger 179,male,61,2,2,A/5 21171,166.99328985292092,C123,Q
180,0,1,Passenger 180,male,24,0,1,A/5 21171,151.50457978503147,nan,C
181,1,2,Passenger 181,male,73,0,2,A/5 21171,135.32333930758077,B456,Q
182,0,3,Passenger 182,male,1,1,1,A/5 21171,226.08584342222028,C123,C
183,1,3,Passenger 183,female,3,1,0,A/5 21171,39.651448223007534,E789,C
184,1,3,Passenger 184,male,39,1,1,A/5 21171,98.85161671725284,C123,S
185,1,1,Passenger 185,male,60,2,2,A/5 21171,271.1794736802412,C123,C
186,0,2,Passenger 186,female,70,0,2,A/5 21171,420.2489691261812,E789,Q
187,0,3,Passenger 187,female,26,2,1,A/5 21171,10.501772787777735,nan,C
188,0,3,Passenger 188,male,48,1,2,A/5 21171,62.68435363419614,B456,C
189,0,2,Passenger 189,male,77,1,0,A/5 21171,472.9867058781351,C123,C
190,1,1,Passenger 190,female,10,1,0,A/5 21171,255.12582000598348,nan,S
191,1,2,Passenger 191,female,51,1,1,A/5 21171,97.32363153820238,C123,C
192,1,3,Passenger 192,female,4,0,2,A/5 21171,102.60425604480768,C123,S
193,1,1,Passenger 193,female,38,1,2,A/5 21171,397.0505382595507,B456,S
194,0,2,Passenger 194,male,75,2,2,A/5 21171,29.259050164353408,E789,Q
195,0,1,Passenger 195,male,62,1,1,A/5 21171,172.34733993364748,C123,C
196,0,3,Passenger 196,male,16,1,0,A/5 21171,11.420972254579143,nan,Q
197,0,2,Passenger 197,female,18,1,2,A/5 21171,456.313627445239,nan,C
198,0,2,Passenger 198,male,74,2,2,A/5 21171,215.2916139555932,E789,Q
199,1,2,Passenger 199,female,75,1,0,A/5 21171,133.14704430973262,E789,Q
200,0,2,Passenger 200,male,25,0,2,A/5 21171,254.11827672507445,nan,C
201,1,1,Passenger 201,male,56,0,2,A/5 21171,313.08636872386296,B456,Q
202,1,1,Passenger 202,female,36,2,2,A/5 21171,180.27828290014716,B456,S
203,0,3,Passenger 203,female,18,2,1,A/5 21171,473.3224075639357,C123,Q
204,0,1,Passenger 204,female,7,0,1,A/5 21171,250.67255503231053,nan,Q
205,0,3,Passenger 205,male,29,0,2,A/5 21171,9.249645929588103,nan,S
206,0,2,Passenger 206,female,20,1,0,A/5 21171,198.85578589134542,nan,Q
207,0,2,Passenger 207,female,19,0,0,A/5 21171,321.8610431734553,B456,C
208,0,3,Passenger 208,male,42,2,1,A/5 21171,161.94867256258837,nan,C
209,1,2,Passenger 209,male,32,2,0,A/5 21171,157.80649343857527,C123,Q
210,1,3,Passenger 210,male,34,0,2,A/5 21171,144.7093177060055,nan,S
211,0,3,Passenger 211,female,56,2,2,A/5 21171,136.6974442132005,C123,S
212,0,1,Passenger 212,male,69,0,2,A/5 21171,288.4810968891699,B456,C
213,0,2,Passenger 213,male,48,1,0,A/5 21171,436.6138438414046,B456,Q
214,1,1,Passenger 214,female,65,0,1,A/5 21171,432.4202969637443,B456,Q
215,1,1,Passenger 215,male,62,0,2,A/5 21171,279.3897074111534,B456,C
216,1,2,Passenger 216,male,69,2,0,A/5 21171,187.45311589505135,nan,C
217,0,3,Passenger 217,female,20,0,1,A/5 21171,363.88318297142615,C123,C
218,0,1,Passenger 218,female,16,1,1,A/5 21171,247.9700514622303,E789,Q
219,0,1,Passenger 219,female,32,1,0,A/5 21171,382.1265361562292,E789,Q
220,0,1,Passenger 220,male,4,2,0,A/5 21171,303.49252907380463,B456,S
221,0,2,Passenger 221,female,54,0,2,A/5 21171,224.53967115143305,B456,S
222,1,2,Passenger 222,female,57,0,2,A/5 21171,44.69625455063346,B456,S
223,0,2,Passenger 223,male,2,2,1,A/5 21171,141.9465626708471,E789,S
224,1,3,Passenger 224,female,43,2,0,A/5 21171,240.05450549920437,C123,C
225,1,2,Passenger 225,male,8,2,2,A/5 21171,32.508487027667606,B456,S
226,0,2,Passenger 226,male,79,2,1,A/5 21171,97.55683049571346,C123,C
227,0,3,Passenger 227,male,56,2,1,A/5 21171,319.48165470879314,nan,S
228,0,3,Passenger 228,male,8,2,1,A/5 21171,370.8330276831791,C123,S
229,0,1,Passenger 229,female,67,2,1,A/5 21171,505.6196824833721,E789,Q
230,0,3,Passenger 230,female,56,2,0,A/5 21171,84.15970870226035,E789,C
231,0,3,Passenger 231,female,78,2,1,A/5 21171,173.24541692778692,B456,C
232,1,1,Passenger 232,female,33,1,0,A/5 21171,271.26725496678034,B456,C
233,1,1,Passenger 233,female,66,1,0,A/5 21171,157.64250648727077,nan,S
234,1,3,Passenger 234,male,49,0,0,A/5 21171,473.7561561676499,nan,S
235,0,1,Passenger 235,female,51,2,2,A/5 21171,48.775431446726444,C123,S
236,0,2,Passenger 236,male,55,0,0,A/5 21171,337.78225713971557,nan,C
237,1,1,Passenger 237,male,45,1,2,A/5 21171,171.05557677497833,E789,C
238,0,3,Passenger 238,female,71,2,2,A/5 21171,284.48945102455076,nan,C
239,1,1,Passenger 239,female,36,2,1,A/5 21171,59.72842206907573,E789,Q
240,0,1,Passenger 240,female,59,0,1,A/5 21171,104.34564134003035,nan,S
241,1,2,Passenger 241,female,54,1,0,A/5 21171,305.5610185013359,E789,Q
242,0,2,Passenger 242,male,5,2,2,A/5 21171,479.8964640139432,E789,C
243,0,1,Passenger 243,female,17,2,1,A/5 21171,411.3405198667061,B456,Q
244,1,3,Passenger 244,male,62,1,0,A/5 21171,205.06694176056683,nan,C
245,1,1,Passenger 245,male,38,1,2,A/5 21171,369.91564814603595,B456,C
246,1,1,Passenger 246,male,28,0,0,A/5 21171,89.69300702905433,nan,S
247,0,2,Passenger 247,male,15,1,2,A/5 21171,416.6545596036497,nan,Q
248,0,2,Passenger 248,female,61,1,2,A/5 21171,322.70505763051494,C123,C
249,0,3,Passenger 249,male,35,2,2,A/5 21171,234.35123196919096,E789,C
250,1,3,Passenger 250,female,55,2,2,A/5 21171,408.3336675201703,E789,C
251,0,2,Passenger 251,male,1,2,1,A/5 21171,323.0469960714638,E789,S
252,1,1,Passenger 252,male,16,2,2,A/5 21171,275.6778527181586,nan,S
253,1,3,Passenger 253,male,42,2,1,A/5 21171,457.3126052661292,B456,C
254,1,1,Passenger 254,female,70,1,2,A/5 21171,152.24453020957108,E789,Q
255,0,2,Passenger 255,male,43,0,1,A/5 21171,371.7212188771359,E789,S
256,0,1,Passenger 256,male,48,0,1,A/5 21171,198.46191126165962,E789,Q
257,0,3,Passenger 257,male,7,0,0,A/5 21171,168.60333295291147,E789,Q
258,0,3,Passenger 258,female,6,0,2,A/5 21171,328.77967100101927,C123,S
259,1,1,Passenger 259,female,2,1,0,A/5 21171,489.7390074607899,nan,Q
260,0,3,Passenger 260,male,26,1,1,A/5 21171,211.7045783838491,nan,C
261,1,3,Passenger 261,male,36,1,0,A/5 21171,461.8916545354131,C123,S
262,0,1,Passenger 262,female,60,2,0,A/5 21171,145.04792143412408,B456,S
263,1,3,Passenger 263,male,12,1,0,A/5 21171,250.14654789425123,E789,C
264,0,3,Passenger 264,female,46,0,2,A/5 21171,321.40663635774814,B456,Q
265,0,3,Passenger 265,female,29,1,2,A/5 21171,59.541296407112064,E789,Q
266,0,1,Passenger 266,female,63,2,1,A/5 21171,331.8004179673746,nan,Q
267,0,2,Passenger 267,male,32,2,2,A/5 21171,140.10179550095734,nan,Q
268,0,1,Passenger 268,male,48,2,2,A/5 21171,88.63765615760808,B456,C
269,0,1,Passenger 269,female,61,2,1,A/5 21171,185.53412680864034,C123,Q
270,1,3,Passenger 270,female,4,1,1,A/5 21171,233.63235598583842,B456,S
271,0,2,Passenger 271,female,59,1,2,A/5 21171,215.7349355652899,C123,S
272,0,2,Passenger 272,male,73,2,1,A/5 21171,74.67262065404124,B456,Q
273,0,1,Passenger 273,female,22,1,2,A/5 21171,95.43282175750365,nan,S
274,0,2,Passenger 274,female,37,2,0,A/5 21171,91.02725255509309,C123,Q
275,0,1,Passenger 275,male,9,1,2,A/5 21171,333.5520484562315,C123,C
276,0,3,Passenger 276,male,8,1,2,A/5 21171,117.33903186008422,B456,S
277,0,1,Passenger 277,female,56,2,2,A/5 21171,430.8127635025138,B456,S
278,1,1,Passenger 278,female,10,0,2,A/5 21171,372.66328222450016,B456,S
279,0,1,Passenger 279,male,11,0,2,A/5 21171,262.70441274607555,nan,S
280,0,2,Passenger 280,female,53,0,0,A/5 21171,303.0905630008924,B456,Q
281,1,2,Passenger 281,female,67,2,1,A/5 21171,475.2526018175345,nan,S
282,0,1,Passenger 282,male,62,1,2,A/5 21171,82.18186936598397,B456,C
283,0,3,Passenger 283,male,44,0,2,A/5 21171,506.3046639441572,E789,S
284,0,3,Passenger 284,male,60,0,1,A/5 21171,211.4661118036513,B456,C
285,0,3,Passenger 285,female,30,0,2,A/5 21171,185.7569244848818,E789,C
286,1,1,Passenger 286,female,79,0,0,A/5 21171,265.6584422346395,E789,Q
287,0,3,Passenger 287,female,50,1,0,A/5 21171,487.9074147480104,E789,Q
288,1,3,Passenger 288,female,36,2,0,A/5 21171,481.64528391310546,C123,C
289,0,1,Passenger 289,female,19,0,0,A/5 21171,161.6254616695557,E789,C
290,0,3,Passenger 290,male,38,0,0,A/5 21171,0.48409210456988344,nan,C
291,0,3,Passenger 291,female,36,1,2,A/5 21171,196.30038194047486,E789,Q
292,1,2,Passenger 292,male,36,1,1,A/5 21171,144.69362577397322,E789,S
293,1,3,Passenger 293,female,61,0,1,A/5 21171,322.1412506692244,E789,C
294,0,2,Passenger 294,female,79,1,2,A/5 21171,333.9741432414801,C123,C
295,0,3,Passenger 295,male,38,0,2,A/5 21171,386.71497449233163,B456,S
296,0,2,Passenger 296,female,43,2,1,A/5 21171,305.49549091967026,C123,S
297,0,1,Passenger 297,male,8,1,1,A/5 21171,486.7007530834039,C123,Q
298,0,3,Passenger 298,female,51,0,1,A/5 21171,312.1222866495758,E789,C
299,0,2,Passenger 299,male,23,1,2,A/5 21171,323.76560454082085,E789,S
300,1,2,Passenger 300,male,23,2,0,A/5 21171,179.65192531485667,E789,S
301,0,1,Passenger 301,male,43,2,0,A/5 21171,480.6502945880166,B456,C
302,1,1,Passenger 302,female,1,0,2,A/5 21171,315.97192363447135,B456,Q
303,0,2,Passenger 303,male,23,2,0,A/5 21171,472.0756429025438,B456,Q
304,0,2,Passenger 304,female,15,0,2,A/5 21171,113.39603801713046,B456,Q
305,0,2,Passenger 305,male,72,0,2,A/5 21171,245.01271252721148,E789,C
306,1,2,Passenger 306,male,11,1,0,A/5 21171,357.4806359034956,C123,S
307,1,1,Passenger 307,female,52,1,1,A/5 21171,485.46305844903213,nan,C
308,0,2,Passenger 308,male,60,1,2,A/5 21171,349.3705050258186,B456,C
309,1,2,Passenger 309,male,54,0,1,A/5 21171,428.4969825965542,nan,Q
310,0,3,Passenger 310,female,72,1,0,A/5 21171,74.20216851015223,E789,Q
311,0,1,Passenger 311,male,29,1,1,A/5 21171,462.89035665237554,C123,Q
312,0,3,Passenger 312,female,51,1,2,A/5 21171,461.7188122021119,E789,Q
313,1,3,Passenger 313,male,17,0,0,A/5 21171,121.31231800657436,E789,C
314,0,2,Passenger 314,male,60,2,0,A/5 21171,37.41943265677592,nan,S
315,0,2,Passenger 315,male,63,2,1,A/5 21171,337.74774027570373,nan,Q
316,1,1,Passenger 316,male,3,2,2,A/5 21171,373.5632325830856,B456,Q
317,0,1,Passenger 317,female,42,2,2,A/5 21171,140.08594846861226,C123,S
318,0,3,Passenger 318,male,49,2,0,A/5 21171,258.98056174353025,C123,S
319,0,3,Passenger 319,female,26,1,1,A/5 21171,493.72707254217806,nan,S
320,1,2,Passenger 320,female,30,1,1,A/5 21171,103.02509798963695,B456,Q
321,1,1,Passenger 321,female,24,2,0,A/5 21171,32.121751301494285,C123,Q
322,1,1,Passenger 322,female,20,1,0,A/5 21171,485.2383588167755,C123,Q
323,1,1,Passenger 323,male,73,1,0,A/5 21171,482.93287727994135,C123,Q
324,0,2,Passenger 324,female,1,0,0,A/5 21171,139.33872129951155,E789,C
325,0,3,Passenger 325,male,45,1,2,A/5 21171,177.99034827500216,B456,S
326,0,1,Passenger 326,male,7,0,2,A/5 21171,164.82876234327966,B456,S
327,1,1,Passenger 327,male,37,0,1,A/5 21171,171.2863705885226,E789,Q
328,0,2,Passenger 328,male,59,2,0,A/5 21171,503.7177099031126,C123,S
329,1,2,Passenger 329,male,46,2,0,A/5 21171,408.1527688253719,nan,S
330,0,2,Passenger 330,female,64,0,2,A/5 21171,231.67157860516335,E789,S
331,0,1,Passenger 331,female,76,1,2,A/5 21171,461.02495488425427,C123,C
332,1,1,Passenger 332,male,7,0,1,A/5 21171,358.72980283349136,E789,Q
333,0,1,Passenger 333,male,1,0,2,A/5 21171,362.247842648299,B456,S
334,0,2,Passenger 334,female,64,2,2,A/5 21171,447.9360589887905,C123,C
335,1,3,Passenger 335,female,36,1,1,A/5 21171,26.97258011513236,C123,S
336,0,3,Passenger 336,female,74,1,0,A/5 21171,132.0425528807584,nan,C
